review,sentiment,,,,,
 I can`t go to the grocery store on an empty stomach. That`s trouble! I wanna see ur show but not sure ill get to  let u kno,negative,,,,,
   Bummer.  I hope it doesn`t continue too long.,negative,,,,,
_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,positive,,,,,
I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won`t be here long.,positive,,,,,
just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG,negative,,,,,
Just read a book called 'Gamer Girl' and it wasn`t too bad.,negative,,,,,
i need a good idea... FAST!,positive,,,,,
I don`t wanna work tonight,negative,,,,,
 also happy mother`s day,positive,,,,,
 Thank you.  I love my tattoos they are all very special to me **** My feet ones are beautiful  ****,positive,,,,,
" You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.",negative,,,,,
"****, I Burned My legs  !x",negative,,,,,
There is ALWAYS one JOYKILL in the crowd!    haters!,negative,,,,,
OMGosh! it`s 79 degrees and I`m sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,negative,,,,,
 ****. You could have just called or told me in person. You didn`t have to humiliate me in front of the whole twitterverse.,negative,,,,,
Jus Got Hom Fr. TDa Funeral... I`m So Sad! I Cried So Much Times! Much Love Grandpa!<3 I Never Got To Say My Last 'Goodbye' to Him.,negative,,,,,
 WILL DO!! (of will did?? lol ) great episode,positive,,,,,
fully inspired to write a song.,positive,,,,,
" Though it was a cold that would go away, turns out it`s a sinus infection that just keeps getting worse and worse by the day.",negative,,,,,
" ali, just like you do!!!   have such a wonderful sunday!",positive,,,,,
 Is it true that you love brazil more than australia  nitey,positive,,,,,
Gettin ready to hit up the mall w/my mom & Jayden!  DO ALL THINGS W/FAITH!!!!,positive,,,,,
_beag     I hate cat pee.,negative,,,,,
 http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,positive,,,,,
dammit.  I need new cupcake tins,negative,,,,,
"ahhhh, very sad",negative,,,,,
 Im pleased hun,positive,,,,,
_liden Thanks for the follow Tove!,positive,,,,,
 Have a fantastic time in paradise and drink a few Margeritas for me,positive,,,,,
"that little girl on BGT  omggg, how can people not feel sorry for her?",negative,,,,,
 That`s tonight?! Cool,positive,,,,,
" Have a good day.  I`m checking out Hugh today. Also, be on lookout for best 'cassoulet' recipe you will have ever tasted!",positive,,,,,
"nice night, should be golfing",positive,,,,,
Sad that Christian Lacroix had to file bankruptcy,negative,,,,,
STUPID!!!! my ipod is taking forever to load.,negative,,,,,
jessie has gone away 4 the weekend!! I miss her already,negative,,,,,
"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ...",positive,,,,,
"woke up early this morning  not happy bout that, headache, dizzy can`t breathe, yeh im still sick",negative,,,,,
" nevermind....I kept reading and see ya`ll r gonna be in Williamsburg   I`ll mind my business now, lol",negative,,,,,
alice doesn`t know what to wear to the cinema  <3,negative,,,,,
Yeah yesterday I turned 16. My parents rented me out a hummer limo. It was pretty cool,positive,,,,,
 aww dont cry ashley,positive,,,,,
 Love it! I wish my other half could even name web design ladies,positive,,,,,
 And I still recall how helpful you were way back when as I struggled on an AR contest question...,positive,,,,,
Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....,positive,,,,,
 hush...stop teasing,negative,,,,,
im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,negative,,,,,
"is feeling sick .... oh well, i reckon those people on the bus cursed me.... Anyways, nighty night all!!",negative,,,,,
  Happy Belated birthday hun!! My net broke  This is the first chance i`ve had to get online! Luff Yooooooo xxxxxxxx,positive,,,,,
_marie Justin Timberlake is sooo funny!!,positive,,,,,
"Get yer freak on-it`s Monday! Have a Great one, if it`s possible to have a great Monday!",positive,,,,,
   I love you,positive,,,,,
 a steak burrito bowl right! I wish I wasn`t too lazy to go downtown,negative,,,,,
" hahaha chivalry`s not dead, just rare",positive,,,,,
awww holly  shes so cute! i hope they let her sing again!,positive,,,,,
 omg that was my twin sister`s fav song,positive,,,,,
moving offices  I`m going to miss you Hollywood.,negative,,,,,
" Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",negative,,,,,
 shame Freud can`t follow up on those implications,negative,,,,,
everyones just set to 'Away' on msn.. nobody to talk to :\,negative,,,,,
I like Rio Ferdinand - when he`s wearing an England jersey.,positive,,,,,
Truly sad... My cheap little camcorder just shot craps.....,negative,,,,,
sweet nk dreams love you all,positive,,,,,
"fear crept in but it`s already been dismissed. now let me do this thing right, coz this time the feelings are there and it`s so different",negative,,,,,
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,negative,,,,,
"I am so bored, i really don`t know what to do!",negative,,,,,
From twitterberry moved to ubertwitter - suffered from BB cache errors,negative,,,,,
 how poetic.. great going.. keep them coming,positive,,,,,
" thanks stephen, appreciate it",positive,,,,,
 we`ll miss you! I`m sad I didn`t get to meet you,negative,,,,,
Completely EXCELLENT Dave Matthews concert! Jason Mraz opened & I heard 'stay or leave' & 'crush' for the first time live,positive,,,,,
Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,positive,,,,,
on my way homee  i love long car rides<3,positive,,,,,
tiiiired but i cant sleep,negative,,,,,
 you were greeeeeeaaaaatttttttt babe!! It was amazing!,positive,,,,,
Not well again   it`s definitely not hayfever,negative,,,,,
thinking about recent job opportunities and hoping to get one! and gettng ready for church,positive,,,,,
My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn`t want to drink.,negative,,,,,
" 'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!",positive,,,,,
So  is on SNL tonight! it`s going to be a HILARIOUS,positive,,,,,
got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend! <3,negative,,,,,
"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",positive,,,,,
http://twitpic.com/66xjl - An hour in the sun turned me into a blancmange. Sucks to be pale,negative,,,,,
 aww!  happy mother`s day to you too girlie! kingston is lucky to have such a great mommy!,positive,,,,,
 oh really  hopefully it was a good one. I just was trying to get your attention thats all,positive,,,,,
Bout to knock out. Feelin a lil sick  peace y`all,negative,,,,,
http://twitpic.com/67ofz - ugh grosss,negative,,,,,
 I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,positive,,,,,
 That was fantastic! Thank you,positive,,,,,
3-4 hours sleep last night  barely functioning,negative,,,,,
" Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I`d better get some rest",positive,,,,,
" Yeah, I`ll probably `stop` when ALL of my stories are completely finished. That won`t be for a while though. Wide awake.",negative,,,,,
 I miss you terribly,negative,,,,,
Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about,positive,,,,,
got the twilight board game today  good old ebay..,positive,,,,,
"48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are",positive,,,,,
 i`m a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i`m stupid. SHE`S STUPID.  j,negative,,,,,
"  I`ve run out of earl grey, so having lemon tea instead, then whb for me too",negative,,,,,
finally made it to the QC...happy mother`s day!  got my car!!,positive,,,,,
 now i`m done! good nite,positive,,,,,
  i have no one to watch it with! ma peeps  are actually focused on their finals already!,negative,,,,,
 Oh it`s been so long I can`t remember,negative,,,,,
Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie,positive,,,,,
" Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",positive,,,,,
seagull hates me and im utterly depressed about it. i miss him.,negative,,,,,
Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,positive,,,,,
"omg, NO ICECREAM",negative,,,,,
"gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL",negative,,,,,
    GRR! my stupid meebo is disconnecting me every 5 seconds,negative,,,,,
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,positive,,,,,
" I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",positive,,,,,
I love the video for Da Funk by Daft Punk,positive,,,,,
 How lovely,positive,,,,,
Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,positive,,,,,
"happy mothers day mommy  i love you so much, dono what id do without you ??",positive,,,,,
grrr hate when i make careless mistakes on docs i give to my partner,negative,,,,,
"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",positive,,,,,
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",positive,,,,,
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",positive,,,,,
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,negative,,,,,
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,positive,,,,,
 I can`t. I`m on my iPod and it doesn`t have IM,negative,,,,,
okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),positive,,,,,
grrrr youtube wont let me watch the  chat again,negative,,,,,
 well that propels people to change direction. No point wasting your days on something you lost the passion for.,negative,,,,,
"Hour fifteen drive. Just left, bored and ate half my food already",negative,,,,,
contemplating getting my hair cut and having severe anxiety about it....,negative,,,,,
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,negative,,,,,
" sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",negative,,,,,
i wish i could go to meet in the middle tomorrow.,positive,,,,,
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,positive,,,,,
bye LA... I already miss you,negative,,,,,
 haha dork .. That sounds so yummy .. Share!,positive,,,,,
ahhh i think my legs are burnt  they hurt,negative,,,,,
 it`s trashy and sensationalist...so yes,negative,,,,,
Happy Star Wars Day,positive,,,,,
 Thanks For The Follow.,positive,,,,,
 http://twitpic.com/3ernb - Loving The Jumper,positive,,,,,
Oh fml its probs gunna be at shepards bush  i hate it there,negative,,,,,
 i wish we had sun lollies for me to get addicted  what flavour?,positive,,,,,
" hehe, I can almost hear out of my right ear now  Can you yet?",positive,,,,,
" saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",positive,,,,,
Tweetioi in class is a real problem  =Taylor=,negative,,,,,
I think i`m broke again.  :\,negative,,,,,
has made a decision and will stick to it although I`m really not sure it`s the right one,negative,,,,,
I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,negative,,,,,
 Whooo Baby! Good luck,positive,,,,,
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",positive,,,,,
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",negative,,,,,
Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,negative,,,,,
OMGod I`m soooo tired    I don`t think I have the energy to film today lol,negative,,,,,
Writing an essay in college writing  so boring,negative,,,,,
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',negative,,,,,
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",positive,,,,,
The sun is shining  Have a great day,positive,,,,,
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",positive,,,,,
 Your sweetie is very lucky too!  #liberty,positive,,,,,
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,negative,,,,,
Attempting to sleep. My puppy is sick already,negative,,,,,
 i wanted to see that.  enjoy it!,positive,,,,,
is sick in the doctors waiting room,negative,,,,,
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,positive,,,,,
 omg wow  I hope everything is ok now,positive,,,,,
#thingsmummysaid  You are the result of a broken condom.,negative,,,,,
" oh okay cool, i love the fast and the furious can`t wait to see the new one",positive,,,,,
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",negative,,,,,
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,positive,,,,,
spending some quality time with my fender tele deluxe...true love,positive,,,,,
Wishing I could have seen my nephew graduate from kindergarten!,negative,,,,,
 i (L u so much  See u at school todaay!,positive,,,,,
Britain`s got Torture - Edelcries...,negative,,,,,
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,positive,,,,,
  You`re silly.,negative,,,,,
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",negative,,,,,
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,positive,,,,,
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,positive,,,,,
Hi .. I have the net YAYY.. Im here for a short time though,positive,,,,,
Loving the sunshine! Wish poor Richie would feel better,positive,,,,,
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,negative,,,,,
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",negative,,,,,
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",negative,,,,,
"Uh, happy mother`s day mum.",positive,,,,,
"_bebop that`s lame, sorry",negative,,,,,
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,negative,,,,,
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,positive,,,,,
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.",positive,,,,,
 oh noes I missed you again.,negative,,,,,
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,positive,,,,,
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",negative,,,,,
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",negative,,,,,
59 may be my new FAV number!!!,positive,,,,,
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",negative,,,,,
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,negative,,,,,
 cool np. It`s got me working on a series of designs.,positive,,,,,
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,negative,,,,,
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,negative,,,,,
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",negative,,,,,
Oh it is so sunny.,negative,,,,,
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,positive,,,,,
Sunburn is really bad now. Regretting sitting in the sun without suncream now,negative,,,,,
I feel like I`m on alott of drugs,negative,,,,,
my throat hurts  gonna go read and go to bed. text mee!,negative,,,,,
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,positive,,,,,
" Ohhh, i really want to see Coraline, it seems really good",positive,,,,,
why is it so **** cold ??!,negative,,,,,
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,negative,,,,,
 You WILL be succesful  Love You!,positive,,,,,
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",negative,,,,,
 but it is a good one,positive,,,,,
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,negative,,,,,
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,positive,,,,,
Got approximately 3 hours of sleep last night....I love my life,positive,,,,,
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,negative,,,,,
 DUDE. same.  it hurts,negative,,,,,
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,positive,,,,,
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,negative,,,,,
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,positive,,,,,
 http://twitpic.com/4jguu - wow that is pretty  x,positive,,,,,
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,positive,,,,,
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",positive,,,,,
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,positive,,,,,
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,negative,,,,,
 wat u doin my bad im mixin this song,negative,,,,,
 can I help in any way?,positive,,,,,
Signing out for the night - have a good Sunday night all,positive,,,,,
And thanks for the gorgeous flowers.,positive,,,,,
It`s good to be home,positive,,,,,
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,negative,,,,,
http://twitpic.com/4wtii - new hair going to greeattt use!,positive,,,,,
Test another update... sorry for bothering all of u guys,negative,,,,,
  that sucks,negative,,,,,
Happy Mothers` Day to my mom and all the mothers in the world,positive,,,,,
 oh ok  well im sendin lots of love ****,positive,,,,,
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",positive,,,,,
 did she tell you why she hasnt? i miss my boge.,negative,,,,,
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,positive,,,,,
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,positive,,,,,
 ... sounds like Jeff has the best job in the world!,positive,,,,,
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,negative,,,,,
someone doesn`t feel good...,negative,,,,,
Good Morning people!!! Have a great day,positive,,,,,
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,negative,,,,,
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",positive,,,,,
I love Google`s Mothers day theme  http://tr.im/jtl8,positive,,,,,
_tha lol  congrats!,positive,,,,,
makin tea an its stressin me out,negative,,,,,
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",positive,,,,,
 oh jealous. Though you`re missing the fried potato bread,negative,,,,,
"  How vile are people, they have to remove things that have a value",negative,,,,,
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,negative,,,,,
 guess I missed out on more than beer and a good time,negative,,,,,
watching my favorite tv shows on HULU.com for free,positive,,,,,
" well, as i mother & grandma i am a bit in a kidding mode",positive,,,,,
very very bad headache that is getting worse by the minute not better.,negative,,,,,
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,negative,,,,,
 but but it was funny when I wrote it,positive,,,,,
 Thanks. Busy as **** is good in my book.,positive,,,,,
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,negative,,,,,
 Thanks. Appreciate it.,positive,,,,,
Yay my ears match,positive,,,,,
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,negative,,,,,
wonders if anyone would care if she died tomorrow,negative,,,,,
 laundry instead of sitting here. that darn laundry keeps mocking me.,negative,,,,,
Unstable broadband and electricity taking toll on my mental stability.,negative,,,,,
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),positive,,,,,
nice weather..looks like its going to rain here in #Delhi.,positive,,,,,
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,negative,,,,,
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,negative,,,,,
 Oooh you just spoiled my teenage fantasy,negative,,,,,
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",positive,,,,,
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",negative,,,,,
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,negative,,,,,
 I love my mom tooo,positive,,,,,
i had the best day ever! i missed him. more tomorrow too,positive,,,,,
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,positive,,,,,
 ahhh I`m drinking some too!! And bride wars is really good,positive,,,,,
 im missin out on all the fun aww  *cryin* lol,negative,,,,,
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",positive,,,,,
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,negative,,,,,
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,negative,,,,,
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,negative,,,,,
Why did everyone seem to leave me this weekend  ....sigh. In bed,negative,,,,,
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,positive,,,,,
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",negative,,,,,
At the bus stop there`s always a big pile of loogies. So. Gross.,positive,,,,,
 well keep me posted if it comes out fully thanks,positive,,,,,
happy Star Wars day,positive,,,,,
"Thanks all for coming out tonight, hope ya had fun!",positive,,,,,
things are looking better and better! i think i might be quite happy,positive,,,,,
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,negative,,,,,
one of my cat`s is sick,negative,,,,,
I can`t find my camera,negative,,,,,
i think that i`m the only 1 on!!!,positive,,,,,
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",positive,,,,,
 that made me cry  poor hollie ****,negative,,,,,
really annoyed that work appear to have blocked facebook now...,negative,,,,,
_ PrintChick thx for sharen LUV IT,positive,,,,,
Ha! I think I really have lost it. Time to get ready for work.,negative,,,,,
 hell yea its hot here  i miss cali,negative,,,,,
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,positive,,,,,
  Thanks Mr. DJ!,positive,,,,,
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,negative,,,,,
" ohh sorry , thats someone else`s pic  my bad",negative,,,,,
" *hugs* Oh gosh, I`m sorry",negative,,,,,
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",positive,,,,,
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,positive,,,,,
Biggest food fight/mosh pit ever and i miss it from across the school,negative,,,,,
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,negative,,,,,
#3wordsaftersex it hurts now,negative,,,,,
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",positive,,,,,
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,positive,,,,,
http://twitpic.com/4wi9p - playing with ethan. i love you baby,positive,,,,,
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,negative,,,,,
"At every gas station, I look for postcards for   No luck.",negative,,,,,
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,positive,,,,,
ahh! big scary bug flying around my room!!!!!,negative,,,,,
 Happy Anoop Day to you too Monica,positive,,,,,
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",negative,,,,,
Happy Mothers May to my Mak   Love you always! XOXO.,positive,,,,,
 i found out that there`s sushi with fake crab meat and it`s not good for you,negative,,,,,
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",negative,,,,,
   Well....hopefully someday soon you can get one!,positive,,,,,
Under sooooo much stress lately,negative,,,,,
 me too. ****.,negative,,,,,
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,positive,,,,,
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,negative,,,,,
not at all happy...dont know what the reason is,negative,,,,,
"_fan76 ROFL!  THAT`S my problem, only two hands",negative,,,,,
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",negative,,,,,
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,negative,,,,,
 thanks to follow. have a nice rest,positive,,,,,
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,positive,,,,,
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",negative,,,,,
i just saw a bird slowly die right next to me,negative,,,,,
 hahahaha where is that train? I want on! That should be a wild ride,positive,,,,,
Love the family feud episode with the kardashians tonight,positive,,,,,
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,positive,,,,,
Hmmm. http://www.djhero.com/ is down,negative,,,,,
_90 haha agreed  LOL,positive,,,,,
 hello  I`m up late playing on the internet. I love you!,positive,,,,,
crash in Qmbol,negative,,,,,
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,positive,,,,,
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",negative,,,,,
Tired.....but can`t go to bed yet.....,negative,,,,,
 haha no kidding... I listen to them all day long bud,positive,,,,,
" Eat it, it`s good for you",positive,,,,,
happy mothers day  esp to my mommy,positive,,,,,
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",negative,,,,,
i`m done.haha. HOUSE MD marathon ulet,positive,,,,,
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",negative,,,,,
 got ya - that wouldn`t be so bad tho right?,negative,,,,,
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",positive,,,,,
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",positive,,,,,
I hve a blister on my pinky nd it hurts soooo much!,negative,,,,,
"oh happy day!!! nice weather, smiling, happy baby and icecream later",positive,,,,,
headed to the beach with puppy maverick hugs and much aloha,positive,,,,,
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,positive,,,,,
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,negative,,,,,
 the DS version sucks,negative,,,,,
 congratulations i am heart hacker not a computer hacker@,positive,,,,,
I am going to be sooooo busy today it`s not funny. i hate busy day`s,negative,,,,,
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,negative,,,,,
" the problem is, superstars always deliver huge files! too much energy pixels",negative,,,,,
I just realised how much i love sundays,positive,,,,,
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",positive,,,,,
"a guy called me AD-HD kid earlier today, and that hurts",negative,,,,,
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,positive,,,,,
HAPPY MOTHERS DAY MAMMA,positive,,,,,
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,positive,,,,,
 Jealous I wanted see that film,negative,,,,,
_HK very funny,positive,,,,,
 and its amazing  x,positive,,,,,
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,negative,,,,,
 they do indeed  glad to hear everything is good with you. I`m great  life is good,positive,,,,,
Scramming a little early. Nibs sounds pathetic.,negative,,,,,
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,positive,,,,,
is so sorry for letting her down,negative,,,,,
 are you serious!? that bloooooows,negative,,,,,
"DW, that was funny",positive,,,,,
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,positive,,,,,
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,negative,,,,,
ooo my goddddd; vodafone trouble. no network,negative,,,,,
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",positive,,,,,
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),negative,,,,,
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",negative,,,,,
I hate when you cant sleep,negative,,,,,
